slug,repo,worm_file,ts,mode,seed,population,generations,jitter,delta_linf,caos_ratio,sr,G,ece,rho_bias,fp,nov_last,nov_global,score,hash,gate_pass
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_202814_294289.json,2025-10-01 20:28:14,?,,,,,0.0032408537647470783,1.0193715842468174,0.8651394502677688,0.8661443368024495,0.01134966758177695,1.0135081063376856,0.023019008871704313,,,0.7473423773710085,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_203447_687093.json,2025-10-01 20:34:47,?,,,,,0.0032416072161999677,1.0192468270162576,0.8651347522950841,0.8662575991476159,0.011357036485029368,1.0130927944528716,0.023019837836862324,,,0.7473384697028425,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_204121_81542.json,2025-10-01 20:41:21,?,,,,,0.0032397237050458814,1.019139676933587,0.8649649179226491,0.8657604612887935,0.011351298646799853,1.0138333091873861,0.023036451810223724,,,0.7471821809243128,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_205008_608223.json,2025-10-01 20:50:08,?,,,,,0.0032399811730249323,1.0190276408278007,0.8656496600293788,0.8663069452304019,0.011354434276063523,1.0131458987719357,0.023036507416263015,,,0.7474057512828887,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_205656_16184.json,2025-10-01 20:56:56,?,,,,,0.0032415038363607027,1.0190876245284457,0.8652844010841307,0.8658353595981995,0.011355605637136177,1.0136706647390308,0.023021223680437176,,,0.7472520948776701,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_210350_430305.json,2025-10-01 21:03:50,?,,,,,0.00324177230728258,1.019071034327809,0.8655962752322552,0.8664169224131907,0.011349866940754058,1.0130926177764266,0.023018257435026293,,,0.7474283884185295,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_211032_832175.json,2025-10-01 21:10:32,?,,,,,0.0032404580465989984,1.0193557231967543,0.8652585561000432,0.8664015590662855,0.01134992513154281,1.013686643548591,0.023029751226337557,,,0.7474132916461484,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_211713_233579.json,2025-10-01 21:17:13,?,,,,,0.003239227132131242,1.019156079881431,0.8654028044386813,0.8660514652545552,0.01135002229259425,1.013332354890786,0.02303089321547686,,,0.7473318237905526,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_212606_766570.json,2025-10-01 21:26:06,?,,,,,0.0032417436675289658,1.019299142645307,0.8652891454239964,0.8660406755145207,0.011351742174067196,1.0135559391579865,0.023037403614443733,,,0.7473352268714195,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_213249_169801.json,2025-10-01 21:32:49,?,,,,,0.003239934921883188,1.0194307502729958,0.8650994120433667,0.8656575900008792,0.011354415192870053,1.0130731528013623,0.023035622701878943,,,0.74724653365835,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_213923_563042.json,2025-10-01 21:39:23,?,,,,,0.003240660956366625,1.0194184603456455,0.8655723936617417,0.8656586456577529,0.011353947278270611,1.0133755164006917,0.023016971451265227,,,0.7473409402513478,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_214612_972446.json,2025-10-01 21:46:12,?,,,,,0.003240107737202872,1.0192047944714229,0.8652298425406795,0.8664371674828177,0.011346999551324118,1.0132996191697732,0.023025642145450134,,,0.7473851182767473,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_215326_406809.json,2025-10-01 21:53:26,?,,,,,0.0032399075137608127,1.0190363609838127,0.8651842330487628,0.8657777623580069,0.011346196833310406,1.0136543158057825,0.023018905035818868,,,0.7472111425939557,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_220250_970238.json,2025-10-01 22:02:50,?,,,,,0.0032392783440841305,1.019118926714691,0.8653650700110322,0.8664444039577704,0.011357180799380464,1.0132077499796885,0.02302468052624397,,,0.7473953496729533,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_220931_371875.json,2025-10-01 22:09:31,?,,,,,0.003239786481760185,1.0191618504703368,0.86545390405257,0.8663589715397305,0.011354185399868022,1.0129015400908592,0.023028593097481512,,,0.7474046246591446,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_221628_788496.json,2025-10-01 22:16:28,?,,,,,0.0032412976617486127,1.0192111639117782,0.8654588978780354,0.865838730189993,0.011350165688162639,1.013181482366815,0.023018617720142853,,,0.7473131395874806,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_222317_197109.json,2025-10-01 22:23:17,?,,,,,0.0032413678435999523,1.0191909264860275,0.8656765176157064,0.8662395354626861,0.011352396328397957,1.0129431689363984,0.023021130964440643,,,0.7474323167523201,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_223016_616682.json,2025-10-01 22:30:16,?,,,,,0.0032411874320432636,1.0191152238667593,0.8654385605773512,0.8663116622221398,0.011356898177683143,1.0136918588413775,0.023030544182449115,,,0.7473825825836455,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_223945_185948.json,2025-10-01 22:39:45,?,,,,,0.003241384022935627,1.0194726038040665,0.8656488718669848,0.8657118520264889,0.011348164529593972,1.0131362136720472,0.023036669094405424,,,0.7473764589816952,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_224632_592209.json,2025-10-01 22:46:32,?,,,,,0.0032401905492830205,1.0192774452113438,0.8654834673045382,0.8662657461007065,0.011349413437812414,1.013297709043271,0.023036526991229687,,,0.7474147757902702,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_225324_4419.json,2025-10-01 22:53:24,?,,,,,0.0032423184532996813,1.0191638130540748,0.8652607201112468,0.8661145613412767,0.011348792603976521,1.0135822558430283,0.023023016229255858,,,0.7473191017086563,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_230026_426085.json,2025-10-01 23:00:26,?,,,,,0.0032416354677364373,1.0193960793817556,0.8651920165630476,0.865879500372249,0.011356212350971779,1.0134888028446971,0.02302727066471098,,,0.7473034980553895,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_230726_846322.json,2025-10-01 23:07:26,?,,,,,0.0032423738436918085,1.0194971356281886,0.8654519527266697,0.8658237114280185,0.011352297421059497,1.012989928443525,0.02303416769400965,,,0.7473643882138069,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_231653_413813.json,2025-10-01 23:16:53,?,,,,,0.003241757172163432,1.019336967912867,0.8653691983904449,0.8660959634118726,0.011346711179996336,1.0128988146801166,0.023023564341029184,,,0.747371749825367,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_232356_836361.json,2025-10-01 23:23:56,?,,,,,0.0032419064679895465,1.019301720041389,0.8655191993936975,0.8662686943077167,0.011353421822926396,1.0130493650398453,0.023032235958502224,,,0.7474277382640157,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_233109_269244.json,2025-10-01 23:31:09,?,,,,,0.0032410925039288484,1.0190829799862584,0.8655009049617662,0.8662204320363691,0.01135175900939388,1.0133615007260834,0.023030114164745374,,,0.7473708945802506,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_233807_687114.json,2025-10-01 23:38:07,?,,,,,0.003239608100514278,1.0194781560800683,0.8655191056802157,0.8659644426620134,0.011350324398044944,1.0134896291420226,0.02302244493507063,,,0.7474029855712508,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_234515_115661.json,2025-10-01 23:45:15,?,,,,,0.003240550624867434,1.01924117646503,0.8656751270212273,0.8662420121984803,0.011353174166655962,1.0131250279725825,0.023022754220082098,,,0.7474421804232472,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251001_235426_666838.json,2025-10-01 23:54:26,?,,,,,0.0032403800890607164,1.0195282338660723,0.865022901527798,0.8660434926667523,0.01135303767906466,1.0135874246369017,0.02302976394085317,,,0.7473287214679449,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_000143_103257.json,2025-10-02 00:01:43,?,,,,,0.0032417184519995556,1.0192636850356882,0.8652410587324679,0.8663976143480644,0.011355170298153767,1.0135806870157287,0.02302529833284487,,,0.7473907684505441,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_000830_510988.json,2025-10-02 00:08:30,?,,,,,0.003241181521650827,1.0191059805025262,0.8649777339827581,0.866035971405744,0.01135049887909595,1.0137028745836048,0.023016811645262415,,,0.7472354424301,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_001539_939235.json,2025-10-02 00:15:39,?,,,,,0.0032408922092601504,1.0193729090206969,0.8655467395677441,0.8662999012951434,0.01135449672678578,1.0134965158866316,0.02302985124214647,,,0.7474536536216758,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_002256_376848.json,2025-10-02 00:22:56,?,,,,,0.003241675687484851,1.0191973983350004,0.8654337476314417,0.8664255843286502,0.011353777147976231,1.0128952943012666,0.023018327301719186,,,0.7474224707515458,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_003202_922634.json,2025-10-02 00:32:02,?,,,,,0.0032414872674591494,1.0194381802714154,0.8653054451206863,0.866100716632803,0.011353995145835096,1.0135986959891434,0.02303330537893017,,,0.7473784358059963,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_003845_325752.json,2025-10-02 00:38:45,?,,,,,0.003242168634837703,1.0190663449096447,0.8651301142222388,0.8659647410032568,0.011354622537013102,1.0128740032471752,0.02303837806641387,,,0.747241373693653,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_004600_760887.json,2025-10-02 00:46:00,?,,,,,0.0032418169985234517,1.0194961540493992,0.8653775131214408,0.8660859261684987,0.011347557660094234,1.0131538116460086,0.023020861575095,,,0.7474034401440536,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_005303_183842.json,2025-10-02 00:53:03,?,,,,,0.0032421358199681786,1.0193610347258943,0.8650712916994262,0.8658739713805679,0.01135662580218574,1.0131860160537944,0.023031658810215815,,,0.7472708582639312,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_010010_610758.json,2025-10-02 01:00:10,?,,,,,0.003242173396668623,1.0190954527473781,0.8656792150484641,0.8659522730157557,0.01135506239805562,1.0133105351406855,0.02302848477855416,,,0.7473554681239925,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_010934_174349.json,2025-10-02 01:09:34,?,,,,,0.0032397182739101952,1.0194117520589485,0.8654650384224865,0.8661802781991269,0.01135617107207472,1.0135598402848622,0.0230307900927835,,,0.7474206612744086,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_011616_576907.json,2025-10-02 01:16:16,?,,,,,0.0032420577444888924,1.0194078726005742,0.8651226104570569,0.8664910001393145,0.011356167364053697,1.0130010814411303,0.02301856805770372,,,0.7474152346461111,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_012255_975586.json,2025-10-02 01:22:55,?,,,,,0.0032397973423317294,1.0193778093885406,0.8653361493701084,0.8663427288166535,0.011350679292683285,1.0129732165437861,0.02301662028262275,,,0.7474225670259963,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_012943_383618.json,2025-10-02 01:29:43,?,,,,,0.0032417270430212274,1.0191254111720496,0.8656999737375041,0.8664306932224333,0.011348077337088551,1.0136840269550702,0.023035246084490126,,,0.7474612286928437,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_013636_796921.json,2025-10-02 01:36:36,?,,,,,0.0032405735202883524,1.0194422286268252,0.8649298182851274,0.8658459782586977,0.011347058332885,1.0138690091992746,0.02303808146617808,,,0.7472532057582815,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_014554_354533.json,2025-10-02 01:45:54,?,,,,,0.0032396741589090974,1.0192995984965028,0.8650945558954068,0.8661647087938481,0.011356916479029927,1.0137247579405007,0.023026455291573662,,,0.7473213702918731,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_015302_782170.json,2025-10-02 01:53:02,?,,,,,0.0032400449716101457,1.0193723062884532,0.8649660262441289,0.8659390421593841,0.011355001685315457,1.013281277096908,0.023029976954295768,,,0.7472649860687542,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_020018_218720.json,2025-10-02 02:00:18,?,,,,,0.0032414723166206676,1.019495451936228,0.8656162450967319,0.8657826986578944,0.011351426464274908,1.013010386059389,0.023023918884289746,,,0.7473896390666386,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_020716_636763.json,2025-10-02 02:07:16,?,,,,,0.0032419798639857717,1.0194620300409074,0.8648776454182673,0.8661241915955262,0.01135742388409076,1.0135809106716112,0.02303449775096048,,,0.7473019772202323,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_021417_57629.json,2025-10-02 02:14:17,?,,,,,0.0032406339435271346,1.0192923844398656,0.8656088938268593,0.8660129831395432,0.011348236833874526,1.0136952072436212,0.023037885170320724,,,0.7473923668695395,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_022347_627873.json,2025-10-02 02:23:47,?,,,,,0.003241016820708831,1.019180601008108,0.8650387452909478,0.8663936538757361,0.011347970698696766,1.013235757350699,0.02302643557280509,,,0.74733336277195,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_023050_50281.json,2025-10-02 02:30:50,?,,,,,0.00324120524461357,1.0194170480395086,0.865166328432691,0.8662415352942207,0.011354299417509758,1.012894126909536,0.023024632201163013,,,0.7473753302403394,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_023747_467675.json,2025-10-02 02:37:47,?,,,,,0.003241336991820324,1.0193892133612308,0.8653379065322322,0.8661563384281108,0.011348009438278977,1.0129355999175447,0.02302789696424738,,,0.7473873684224261,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_024450_890619.json,2025-10-02 02:44:50,?,,,,,0.003241886377835451,1.0192840335475069,0.8651937982089593,0.8661495106282172,0.011348872653913974,1.0130177828367442,0.023026261373249576,,,0.7473363323497875,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_025159_319586.json,2025-10-02 02:51:59,?,,,,,0.0032396622741562783,1.0195247452298992,0.8651421201055636,0.8659112437045978,0.01134777305083122,1.0134233643555102,0.023030431427278168,,,0.7473257338150324,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_030147_907731.json,2025-10-02 03:01:47,?,,,,,0.0032412494238752256,1.0194608933786666,0.8656005821096263,0.8660607971888934,0.011346559364424363,1.0138401660193226,0.023025603176529345,,,0.7474354881661169,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_030907_347283.json,2025-10-02 03:09:07,?,,,,,0.0032421596597146315,1.0192636182538635,0.8649766705399657,0.86645518002508,0.011348206219479302,1.0137806723543779,0.02303786924137593,,,0.7473489181496393,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_031633_793419.json,2025-10-02 03:16:33,?,,,,,0.0032423766519432294,1.0193775934870302,0.8653494543895819,0.8662742312943988,0.01135538607637533,1.0129647086926574,0.02303771991645797,,,0.7474094205653076,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_032358_238697.json,2025-10-02 03:23:58,?,,,,,0.0032409674216399534,1.0190860242892803,0.8652784618550806,0.8657400312686564,0.011354140200927365,1.0135892565817228,0.023031024747192857,,,0.7472305804721195,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_033105_665867.json,2025-10-02 03:31:05,?,,,,,0.0032403693290766183,1.0192168074607482,0.8656380943024529,0.8659630766005701,0.011353288222754812,1.0137787522039445,0.02303873306697896,,,0.7473724674095963,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_034036_236215.json,2025-10-02 03:40:36,?,,,,,0.0032413572022892065,1.019480139563978,0.8649766063045472,0.8656920603461637,0.011348328165618983,1.013713286996306,0.023031074020251358,,,0.7472400924648086,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_034746_666307.json,2025-10-02 03:47:46,?,,,,,0.003241273844024607,1.0191988676689143,0.8655921834611541,0.8660076690660143,0.011348779735657878,1.0133555157214156,0.02302231496414571,,,0.7473708893380412,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_035505_105548.json,2025-10-02 03:55:05,?,,,,,0.0032408656377145794,1.0191542021348279,0.8649765439719196,0.8658900659650972,0.011353591168612955,1.0134601700092767,0.02301696350960961,,,0.7472152800740898,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_040242_562678.json,2025-10-02 04:02:42,?,,,,,0.0032414792572469085,1.0194536361535602,0.8656494885877158,0.8663816223386536,0.011349408047190196,1.0136162885203415,0.023021390461232336,,,0.747508165416593,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_041015_15311.json,2025-10-02 04:10:15,?,,,,,0.0032418597536183797,1.0192657979196456,0.8651523684071977,0.8658486054132907,0.011356556688199194,1.0130030235672325,0.02302005060602398,,,0.7472640655693281,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_042022_622797.json,2025-10-02 04:20:22,?,,,,,0.003239365019377617,1.019522131291959,0.8656257842939333,0.8662447373751058,0.011351106085769362,1.0138228731567231,0.023027248538024608,,,0.7474885681336958,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_042754_74924.json,2025-10-02 04:27:54,?,,,,,0.0032400200022105054,1.0191679367362487,0.865648134960975,0.8657311672932966,0.011349765526992371,1.013281803934216,0.023024569292268184,,,0.7473200183166201,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_043508_508842.json,2025-10-02 04:35:08,?,,,,,0.0032393075028232976,1.0193748752697476,0.8653000175773796,0.8662525374908748,0.011354579029631686,1.0129962155329302,0.023019800070576767,,,0.7473959096581443,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_044219_939984.json,2025-10-02 04:42:19,?,,,,,0.003240104038315179,1.0193173209946105,0.8654761782986831,0.8663199810448137,0.011353037468708459,1.0131903175868247,0.02303275331635057,,,0.7474321377967786,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_044945_385249.json,2025-10-02 04:49:45,?,,,,,0.0032422243653699658,1.0194469695649793,0.8650423151851847,0.8659724406782873,0.01135625404393003,1.01298224201025,0.023036962126349946,,,0.7473014683417364,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_045954_994111.json,2025-10-02 04:59:54,?,,,,,0.003240734097684284,1.0192932368624739,0.8652774075541448,0.8661577906795755,0.011352296138444056,1.01294184329257,0.02301696955759165,,,0.7473569072691721,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_050717_437726.json,2025-10-02 05:07:17,?,,,,,0.0032422402478212748,1.019167380349045,0.8651126591810127,0.8663998088385549,0.011347956432124074,1.0136193984055775,0.02303375649593765,,,0.7473462464304806,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_051446_886464.json,2025-10-02 05:14:46,?,,,,,0.003239701165665172,1.0194683917264737,0.8650880057174645,0.8662377363184899,0.011349581463999722,1.01296668474862,0.02303720976460613,,,0.7473680878627581,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_052225_345012.json,2025-10-02 05:22:25,?,,,,,0.003241889944878956,1.01905121124632,0.8652181920704358,0.8659273346214875,0.011351662436351767,1.0136149759900797,0.023033673850944448,,,0.7472491919478949,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_053010_810899.json,2025-10-02 05:30:10,?,,,,,0.0032405456103646126,1.019026932437231,0.8651200372428104,0.8664569127689231,0.011347129735519029,1.0130778425908846,0.02303001422930456,,,0.7473311712153835,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_053949_389686.json,2025-10-02 05:39:49,?,,,,,0.0032398193088323487,1.0193087553980822,0.8650885984163077,0.8659239623365492,0.011353543198749311,1.0137000633774094,0.02303354806219972,,,0.7472735179658595,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_054721_841505.json,2025-10-02 05:47:21,?,,,,,0.0032414531569319896,1.0193748020687639,0.8656047480935918,0.8659194129591982,0.011352583499747292,1.0134897136119796,0.02301782295368054,,,0.7473910426103544,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_055503_303916.json,2025-10-02 05:55:03,?,,,,,0.003240595280713184,1.0194221241038115,0.8653052178807091,0.8663159517307265,0.011356385755014596,1.0135303088713594,0.023035816939048156,,,0.7474175575297858,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_060248_768750.json,2025-10-02 06:02:48,?,,,,,0.003242229425307252,1.0195033074153181,0.8654684159212919,0.8664653255741582,0.011349282604431604,1.0135274562609553,0.023039212550546993,,,0.7474970061517173,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_061028_228733.json,2025-10-02 06:10:28,?,,,,,0.0032411350481953297,1.0190578409979385,0.8653547818733,0.8658854415190739,0.011352395051200578,1.0136906426391574,0.02302226589957625,,,0.7472703737926238,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_061816_696673.json,2025-10-02 06:18:16,?,,,,,0.003240324680236481,1.0191671293890843,0.8651028999604414,0.8659671609937915,0.011354357918927837,1.0129826151998218,0.0230226010981694,,,0.7472578071030009,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_062329_9175.json,2025-10-02 06:23:29,?,,,,,0.0032422389664521108,1.0192820367748534,0.8649976870956266,0.8659895775135195,0.011353166996354441,1.0130892381737318,0.02303647372503499,,,0.7472633439979515,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_063142_502702.json,2025-10-02 06:31:42,?,,,,,0.0032401919841059485,1.01925883295353,0.8655221998235837,0.8662617057669217,0.011346581547583222,1.0137113965795852,0.023017014306963065,,,0.7474202265201736,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_063242_562092.json,2025-10-02 06:32:42,?,,,,,0.00324064525713971,1.0191316332549343,0.8655634065280009,0.8660620847503039,0.011353034561403762,1.0129949766640305,0.02301850069662108,,,0.7473624004322734,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_063738_858683.json,2025-10-02 06:37:38,?,,,,,0.0032401201004439682,1.0194654081823291,0.8656753022952418,0.8664091125258487,0.01135255442381671,1.013413842743925,0.023031383358124047,,,0.7475195948425786,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_064345_225699.json,2025-10-02 06:43:45,?,,,,,0.0032406068263315,1.0193531337471657,0.8654295435925758,0.8664209861501333,0.011352531660418991,1.0130441903448146,0.023033137368004115,,,0.747450287160399,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_065041_641041.json,2025-10-02 06:50:41,?,,,,,0.0016612288313673953,1.010591176600906,0.8539612277096941,0.8633506946503265,0.011667754233726521,1.0141693855843164,0.02350163135058978,,,0.7423959270000272,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_065141_701699.json,2025-10-02 06:51:41,?,,,,,0.0032418395278940647,1.0191037684568371,0.8652959886336444,0.8664899431627061,0.011356443216981888,1.0137847012139336,0.023037888922660146,,,0.7473868747422521,,True
github.com-danielgonzagat-ray,https://github.com/danielgonzagat/ray,fusion_github.com-danielgonzagat-ray_20251002_065851_131473.json,2025-10-02 06:58:51,?,,,,,0.0032423124821052366,1.0195010090325296,0.8650629897119425,0.8660586908349395,0.011350152080097646,1.0129088178284222,0.02303859144858649,,,0.7473341260594349,,True
